ID,NPC,CODIGO,ORIGINAL,TIPO DECOMPONENTE,TIPO DE COMPONENTE GENERAL,MARCA,MARCA REFACCION,PROVEEDOR,DESCRIPCION,PRECIODE LISTA
541,39477C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH NISSAN SENTRA%%% TSURU 8 DTS(1467),114.82
542,39478C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH NISSAN TSURU 8 DTS. TIPO 615,109.99
543,39485C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,VOLKSWAGEN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH VOLKSWAGEN POINTER 04 EN ADELANTE 9 DTS.(1223,121.17
544,39492C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,VOLKSWAGEN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH VW SEDAN 1600I 94--> 9 DTS,118.21
545,39499C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS DELCO CHEVROLET 5MT 9 DTS.(020),89.45
546,39500C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS DELCO CHEVROLET 5MT 9 DTS.(433),96.89
547,39501C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS DELCO CHEVROLET CAVALIER%%% BLAZER 9 DTS.(610),101.75
548,39505C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS DELCO CHEVROLET CAVALIER%%% BLAZER 11 DTS.(756),86.86
549,39523C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS DELCO FORD TRITON%%% LOBO 12 DTS(1082),95.93
550,39526C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS DELCO NISSAN SENTRA 2003 9 DTS.(1032),88.67
551,39527C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS DELCO FORD TRITON%%% LOBO 10 DTS(1614),88.67
552,39532C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS DELCO CHEVROLET 5MT 10 DTS.(522),101.75
553,39537C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,"IMPULSOR TOTALPARTS FORD PLATINO 4"" 1/2 9 DTS.(053)",91.67
554,39539C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,"IMPULSOR TOTALPARTS FORD PLATINO 4"" 1/2 10 DTS.(455)",93.37
555,39540C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS FORD PICKUPS%%% WINDSTAR 10 DTS.(620),92.12
556,39542C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS FORD AUTOS 12 DTS. (622),93.37
557,39545C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS FORD RANGER%%% ESCAPE%%% FOCUS 11 DTS.(1585),113.85
558,39554C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS HITACHI NISSAN USA 8 DTS.(499),92.06
559,39561C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS HITACHI NISSAN 9 DTS.(351),109.48
560,39580C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,MAZDA,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS MITSUBISHI MAZDA 8 DTS. (450),92.06
561,39615C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS PRESTOLITE FORD RANGER 11 DTS.(1617),96.89
562,39624C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS VALEO NISSAN PLATINA%%% CLIO 8 DTS.(1064),92.06
563,39625C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS VALEO FORD FIESTA%%% KA%%% ECOSPORT 9DTS(153,93.01
564,11829C,,,SOLENOIDE,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA DELCO 5MT%%% 10MT BOTELLA CORTO 12V,188.8
565,11830C,,,SOLENOIDE,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,SOLENOIDE CORRIENTE CONTINUA 12V,145.41
566,11831C,,,SOLENOIDE,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA DELCO 5MT%%% 10MT ( ZM551 ) 12V,180.66
567,11832C,,,SOLENOIDE,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA BOSCH CHEVROLET AUTOS 6 CIL. (70-81) CAMIONES 6 CIL. (70-87) #9000043020%%% GM CAMION V8 CON A/C (70..) CAMION SIN A/C (83..) AUTOS CON A/C (70-84) SIN A/C (83-84) CAMIONES 6 CIL. (88-..) #9000043024 12V SNLS246,213.24
568,11833C,,,SOLENOIDE,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA FORD PMGR TOPAZ%%% GHIA CON TERMINAL,184.86
569,11834C,,,SOLENOIDE,SISTEMA ELECTRICO,VOLKSWAGEN,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA BOSCH VW CARIBE%%% ATLANTIC%%% JETTA A2,205.92
570,11837C,,,SOLENOIDE,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA HITACHI 1211/1212 2 POSICIONES 12V,232.72
571,11838C,,,SOLENOIDE,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA DELCO PG200%%% PG250 12V,174.5
572,11841C,,,SOLENOIDE,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA HITACHI DATSUN%%% NISSAN TSURU I%%%II STANDARD S/ARNES1219 12V,206.85
573,11842C,,,SOLENOIDE,SISTEMA ELECTRICO,CHRYSLER,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA BOSCH CHRYSLER CODIGO K 020/022 12V,205.91
574,11845C,,,SOLENOIDE,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA DELCO PG200%%% PG250 PRESION 12V,177.18
575,11846C,,,SOLENOIDE,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA DELCO PG260F1%%% PG260F2%%% PG260M IMANES 3 TERM. 12V,189.34
576,11847C,,,SOLENOIDE,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA FORD%%% LINCOLN%%% MERCURY PMGR,204.23
577,11848C,,,SOLENOIDE,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA FORD. MAZDA%%% MERCURY PMGR CON TRONILLO,183.69
578,11850C,,,SOLENOIDE,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA DELCO PMGR ( PG260F1 %%% PG260M ) IMANES CHEVROLET PICK UP MODERNAS 4 TERMINALES SNLS-172,210.84
579,11852C,,,SOLENOIDE,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA HITACHI CON ARNES ( ZM719 ) 12V,223.25
580,11853C,,,SOLENOIDE,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA HITACHI DATSUN PICK-UP D21 2.4 12V ZM713,215.77
581,37406C,,,SOLENOIDE,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA HITACHI NISSAN TSURU III%%% D21%%% SENTRA 1.6(C/ARNES),223.25
582,37419C,,,SOLENOIDE,SISTEMA ELECTRICO,HONDA,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA MITSUBA HONDA ACCORD 95-07%%% ODISSEY 00-06%%% CIVIC 96,227.93
583,37422C,,,SOLENOIDE,SISTEMA ELECTRICO,VOLKSWAGEN,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA BOSCH VW GOLF%%% JETTA A4%%% BETTLE STD. Y AUT. DIESEL Y,223.25
584,38646C,,,SOLENOIDE,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,SOLENOIDE DE FORD PASO MODERNO  (PLANO)  66-202,75.55
585,38676C,,,SOLENOIDE,SISTEMA ELECTRICO,VOLKSWAGEN,TOTALPARTS,CIOSA,SOLENOIDE DE MARCHA BOSCH VW GOLF%%% JETTA A3,238.35
586,38737C,,,SOLENOIDE,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,SOLENOIDE DE PUERQUITO SW-3 12V,73.37
587,08669C,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE ALTERNADOR DELCO AD244 SILVERADO WAI 39-112,25.52
588,02557C,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE ALTERNADOR DELCO CS130 CUTLASS CS130 WAI 39-106,18.79
589,02554C,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE ALTERNADOR DELCO CS130D SERIE NUEVA WAI 39-109,23.56
590,36419C,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE ALTERNADOR DELCO CS144 LINEA CHEVROLET,23.56
591,02548C,,,PORTA CARBON,SISTEMA ELECTRICO,FORD,ROI,CIOSA,PORTA CARBON DE ALTERNADOR FORD 1G 70/90A CON CABLE WAI 39-201,26.42
592,02558C,,,PORTA CARBON,SISTEMA ELECTRICO,FORD,ROI,CIOSA,PORTA CARBON DE ALTERNADOR FORD 3G WAI 39-207,22.09
593,37378C,,,PORTA CARBON,SISTEMA ELECTRICO,JEEP,ROI,CIOSA,PORTA CARBON DE ALTERNADOR NIPPONDENSO 100-160A JEEP%%% PONTIAC,25.52
594,37377C,,,PORTA CARBON,SISTEMA ELECTRICO,CHRYSLER,ROI,CIOSA,PORTA CARBON DE ALTERNADOR NIPPONDENSO 100-170A TOYOTA%%% CHRYSLE,25.52
595,03051C,,,PORTA CARBON,SISTEMA ELECTRICO,CHRYSLER,ROI,CIOSA,PORTA CARBON DE ALTERNADOR NIPPONDENSO CHRYSLER WAI 39-8202,21.12
596,12512C,,,PORTA CARBON,SISTEMA ELECTRICO,HONDA,ROI,CIOSA,PORTA CARBON DE ALTERNADOR NIPPONDENSO TOYOTA%%% HONDA%%% ISUZU%%% MAZDA 2 TERMINALES WAI 38-8203,22.09
597,02566C,,,PORTA CARBON,SISTEMA ELECTRICO,HONDA,ROI,CIOSA,PORTA CARBON DE ALTERNADOR NIPPONDENSO AUTOS JAPONESES HONDA WAI 39-8200,22.86
598,05582C,,,PORTA CARBON,SISTEMA ELECTRICO,VOLKSWAGEN,ROI,CIOSA,PORTA CARBON GENERADOR BOSCH VW,61.59
599,02928C,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE MARCHA BOSCH CHEVROLET CHEVY%%% NISSAN TSURU III %%% VW GOLF%%% JETTA A3 ( 1 004 336 985 ),71.18
600,36424C,,,PORTA CARBON,SISTEMA ELECTRICO,NISSAN,ROI,CIOSA,PORTA CARBON DE MARCHA BOSCH DODGE SHADOW%%% SPIRIT%%% NISSAN,74.96
601,36665C,,,PORTA CARBON,SISTEMA ELECTRICO,NISSAN,ROI,CIOSA,PORTA CARBON DE MARCHA DELCO PG260D NISSAN SENTRA 1.8L 02-05,87.75
602,36426C,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE MARCHA DELCO PG260D CADILLAC%%% CHEVROLET%%% GMC%%% ISUZU%%% OLDSMOBILE%%% PONTIAC%%% 01-05,90.82
603,02925C,,,PORTA CARBON,SISTEMA ELECTRICO,NISSAN,ROI,CIOSA,PORTA CARBON DE MARCHA BOSCH NISSAN D21 (94-03) %%% CHRYSLER SPIRIT IMANES ( 1 004 336 246 ) WAI 69-9111,77.65
604,36427C,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE MARCHA DELCO PG260F2 CHEVROLET%%% PONTIAC.,88.87
605,12505C,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE MARCHA DELCO PG260F2 SERIES PICK-UP%%% ASTRO%%% BLAZER WAI 69-118,88.35
606,36428C,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE MARCHA DELCO PG260L CHEVROLET%%% GMC%%% ISUZU%%% PONTIAC%%% CADILLAC.,85.7
607,12507C,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE MARCHA DELCO PG260M CHEVORLET SUBURBAN%%% CENTURY%%% CAVALIER 97 WAI 69-114,81
608,02656C,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE MARCHA DELCO SD210 CHEVROLET CAVALIER IMANES WAI 69-109,76.05
609,36429C,,,PORTA CARBON,SISTEMA ELECTRICO,,ROI,CIOSA,PORTA CARBON DE MARCHA DELCO SERIES 5MT%%% SD200%%% SD250,2.27
610,02564C,,,PORTA CARBON,SISTEMA ELECTRICO,FORD,ROI,CIOSA,PORTA CARBON DE MARCHA FORD IMANES ( PMGR ) MOTORCRAFT COMPLETO WAI 69-201,50.09
611,38483C,,,PORTA CARBON,SISTEMA ELECTRICO,FORD,ROI,CIOSA,PORTA CARBON MARCHA FORD ESCAPE%%%FOCUS%%%MAZDA 03-09 WAI 64-204,83.79
612,03042C,,,PORTA CARBON,SISTEMA ELECTRICO,NISSAN,ROI,CIOSA,PORTA CARBON DE MARCHA HITACHI NISSAN DATSUN 4 CARBONES 69-8105-2,52.52
613,05598C,,,PORTA CARBON,SISTEMA ELECTRICO,,ROI,CIOSA,PORTA CARBON DE MARCHA HITACHI COLECTOR HUECO GRANDE,58.93
614,36432C,,,PORTA CARBON,SISTEMA ELECTRICO,NISSAN,ROI,CIOSA,PORTA CARBON DE MARCHA HITACHI NISSAN SENTRA%%% D21 90-97 SENTRA,70.69
615,36433C,,,PORTA CARBON,SISTEMA ELECTRICO,HONDA,ROI,CIOSA,PORTA CARBON DE MARCHA MITSUBA HONDA CIVIC%%% ACCORD%%% ODYSSEY 98-01,68.24
616,12503C,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE MARCHA MITSUBISHI PMGR CHEVROLET%%% CHRYSLER%%% CARBON ANCHO CON MANCUERNA WAI 69-8309,76.5
617,36436C,,,PORTA CARBON,SISTEMA ELECTRICO,CHRYSLER,ROI,CIOSA,PORTA CARBON DE MARCHA MITUSBISHI CHRYSLER SEBRING%%% DODGE STRATUS%%% ECLIPSE%%% GALANT 01-05,65.88
618,36437C,,,PORTA CARBON,SISTEMA ELECTRICO,TOYOTA,ROI,CIOSA,PORTA CARBON DE MARCHA NIIPONDENSO TOYOTA COROLLA%%% MATRIX%%% PONTIAC VIBE 03-08,78.55
619,10721C,,,PORTA CARBON,SISTEMA ELECTRICO,HONDA,ROI,CIOSA,PORTA CARBON DE MARCHA NIPPONDENSO HONDA TOYOTA 69-8201,59.94
620,02659C,,,PORTA CARBON,SISTEMA ELECTRICO,CHRYSLER,ROI,CIOSA,PORTA CARBON DE MARCHA NIPPONDENSO CHRYSLER RAM CHARGER WAI 69-8206,60.93
621,02544C,,,PORTA CARBON,SISTEMA ELECTRICO,DODGE,ROI,CIOSA,PORTA CARBON DE MARCHA PRESTOLITE DODGE CON OREJAS WAI 69-301,91.38
622,36440C,,,PORTA CARBON,SISTEMA ELECTRICO,FORD,ROI,CIOSA,PORTA CARBON DE MARCHA VALEO FORD FIESTA%%% IKON%%% KA%%% COURIER,42.42
623,36441C,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE MARCHA VALEO NISSAN PLATINA%%% VW POLO%%% LUPO%%% POINTER%%% RENAULT CLIO%%% CHEVY.,67.49
624,11437C,,,PORTA CARBON,SISTEMA ELECTRICO,NISSAN,ROI,CIOSA,PORTA CARBON DE MARCHA HITACHI NISSAN TSURU III WAI 69-8118,50.56
625,13172C,,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #10 AYC 30 MTS. NEGRO,278.52
626,13174C,,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #10 AYC 30 MTS. ROJO,278.52
627,13179C,,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #12 AYC 30 MTS. NEGRO,181.91
628,13181C,,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #12 AYC 30 MTS. ROJO,181.91
629,13186C,,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #14 AYC 30 MTS. NEGRO,112.02
630,13188C,,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #14 AYC 30 MTS. ROJO,112.02
631,13193C,,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #16 AYC 30 MTS. NEGRO,75.22
632,13195C,,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #16 AYC 30 MTS. ROJO,75.22
633,13200C,,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #18 AYC 30 MTS. NEGRO,52.12
634,13202C,,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #18 AYC 30 MTS. ROJO,52.12
635,KS-2220K,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,REPUESTO DE BOMBADE GASOLINAFORD EXPLORER ,150.62
636,KS-2221K,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,BOMBA GASOLINA FORD POCK UP F-150 LINCOLN,167.98
637,JM-40K,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,BOMBA DE GASOLINA JEEP CHEROKEE%%% GRAND CHEROKEE,153.24
638,T05,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,BOMBA GASOLINA NISSAN FORD T BOSCH ,124.11
639,KS-A152,,,BOMBA-MODULO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,MODULO BOMBA DE GASOLINA DODGE RAM (MEDIO REPUESTO),599.72
640,KS-A067,,,BOMBA-MODULO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,MODULO BOMBA DE GASOLINA VW POINTER 98-08 COMPLETA ,509.85
641,KS-A069,,,BOMBA-MODULO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,MODULO BOMBA DE GASOLINA HYUNDAI VERNA BY DODGE ,494.06
642,KS-CB-NIS-396,,,CABLE BUJIA,SISTEMA DE ENCENDIDO,,KOLBEN,MAYOREO AUTOMOTRIZ,CABLE BUJIAS PICK UP D21 URVAN SILICON,1223.35
643,CH-NIS-395,,,CABLE BUJIA,SISTEMA DE ENCENDIDO,,KOLBEN,MAYOREO AUTOMOTRIZ,CABLES BUJIAS NISSAN TSURU II ,91.35
644,43200-50Y00,,,MAZA,LINEA MECANICA,,S/M,MAYOREO AUTOMOTRIZ,MAZA NISSAN TS III TODOS /ORIGINAL TRASERA ,202.28
645,40210-VW00/R,,,MAZA,LINEA MECANICA,,S/M,MAYOREO AUTOMOTRIZ,MAZA BALERO NISSAN URVAN T/ORIGINAL DE RODILLO ,244.33
646,54560 VW010,,,BUJE DE HORQUILLA,LINEA MECANICA,,S/M,MAYOREO AUTOMOTRIZ,BUJE HORQUILLA NISSAN URVAN JAPAN ,71.09
647,30770-62Y01,,,CHICOTE,LINEA MECANICA,,KOLBEN,MAYOREO AUTOMOTRIZ,CHICOTE EMBRAGUE NIS TSURU III ,60.58
648,PT-CORSA,,,POLEA TENZORA,LINEA MECANICA,,GENERAL PARTS,MAYOREO AUTOMOTRIZ,POLEA TENSORA GM CORSA TORNADO ASTRA LISA ,132.21
649,250606-F4200,,,FLOTADOR,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,FLOTADOR BOMBA DE GASOLINA TSURU III,165.87
650,FCR19,,4762524,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,S/M,INYECCION ELECTRONICA,FILTRO REGULADOR DE GASOLINA RAM 50L,200
651,DYFCR27,,4546610,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,S/M,INYECCION ELECTRONICA,FILTRO REGULADOR NEON STRATUS INTREPID 95-05,320
652,DY902204,,,TERMOSTATO,LINEA MECANICA,,S/M,INYECCION ELECTRONICA,TERMOSTATO FORD EXPLORER 4.0L97-10 CON SENS.,180
653,DY84068,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,TRUMAN,INYECCION ELECTRONICA,REPUESTO DE BOMBA DE GASOLINA CHARLLENGER CHARGER ,485
654,DU515050,,,MAZA,LINEA MECANICA,,S/M,ASIA AUTOPARTES,MAZA FORD EXPLORER LINCOLN MOUNTAINER 5 BIRLOS ,719.4
655,DU513074,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,MAZA VOYAGER DELANTERA 96-99,366
656,DU513075,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,MAZA SPIRIT DELANTERO 91-95,321
657,DU15056753,,,MAZA,LINEA MECANICA,,HUB ASSEMBLY TAKAMAYA,ASIA AUTOPARTES,MAZA SIERRA 3500 01-07,774
658,DU515058,,,MAZA,LINEA MECANICA,,HUB ASSEMBLY TAKAMAYA,ASIA AUTOPARTES,MAZA SILVERADO TAHOE AVALANCHE SIERRA 99-05 SUBURBAN 03-05 ,1016.4
659,DU512333,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,CALIVER JEEP PATRIOT 07-15,785
660,DU513207,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,MAZA DURANGO 4X4 04-05 5 BIRLOS ,1199.89
661,DU515063,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,MAZA RAM 2000 3500 A ,1194
662,DU515070,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,MAZA RAM 4000 97-99 4X2 3500 94-99 8 BIRLOS,1234.2
663,DU515004,,,MAZA,LINEA MECANICA,,S/M,ASIA AUTOPARTES,MAZA EXPEDITION DELANTERA 97-00,680.7
664,DU515010,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,MAZA FORD F150 DELANTERA 4X4 97-00,660.9
665,DY019,,,COLLARIN,LINEA MECANICA,,CILIONE HYDRAULY,ASIA AUTOPARTES,COLLARIN HID.619019 ,250
666,147-7007,,37510PNA003%%% 37510PWB003,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,SENSOR DE POSICION DE ARBOL DE LEVAS (CMP) HONDA ACCORD 03-07%%% CIVIC 02-11%%% CRV 02-10%%% FIT 07-08%%% ELEMENT 03-11%%% ACURA RSX 02-06%%% TSX 04-08%%% RDX 07-11,850
667,147-755,,3322050G00,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,TRACKER 2.0 LTS 4 CIL. (1999-03),385
668,147-605,,5269704AB,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,DODGE NEON SOHC 2.0 LTS. 4 CIL. (95-05)%%% STRATUS 2.0 LTS. 4 CIL. (95-06),378
669,147-631,,4882251AB,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,STRATUS 2.0%%%2.4 LTS. 4 CIL. MPFI (95-97),454
670,147-640,,56028133,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,300C%%% 5.7 LTS.%%% 8 CIL.%%% (05-07); 300C SRT-8%%% 6.1 LTS.%%% 8 CIL.%%% (06-07),699
671,147-792,,56028133,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,ATOS 1.0 LTS. 4 CIL. (01-04)%%% ATOS 1.1 LTS. 4 CIL. (05-12)%%% i10 1.1 LTS. 4 CIL. (12-13)%%%,652
672,147-217,,1F1Z6B288A,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,CONTOUR 2.5 LTS. 6 CIL. (93-98)%%% MYSTIQUE 2.5 LTS. 6 CIL. (95-00),359
673,147-408,,10456043,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,CAMARO%%% CORVETTE 5.7 LTS. 8 CIL. (90-95)%%% CAVALIER%%% CAVALIER Z-24,174
674,147-211,,1F2E6C315AA,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,PICK UP F-150 4.2 LTS. 6 CIL. (97-06)%%% THUNDERBIRD SC 3.8 LTS. 6 CIL.,337
675,147-671,,90357491,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,CHEVY (MPFI Y TBI)%%% CHEVY PICK UP (MPFI Y TBI)%%% MONZA 1.4%%% 1.6 LTS. 4 CIL. (96-03)%%%,703
676,147-670,,23731BN700,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,PLATINA 1.6 LTS. 4 CIL. (01-07),326
677,147-610,,5269703,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,CIRRUS 2.0%%% 2.4 LTS. 4 CIL. (97-00)%%% PT CRUISER 2.4 LTS. 4 CIL. (01-02)%%% ,426
