ID,NPC,CODIGO,ORIGINAL,AIRTEX,CARTER,KEM,WALBRO,PFP,DELPHI,STD,WELLS,TOMCO,TRANSPO,WAI,BOSCH,UNIPOINT,VALEO,INTERFIL,NUMERO,PRESENTACION,TIPO,SUB TIPO,EMBALAJE,OE / OTRO,TIPO DECOMPONENTE,TIPO DE COMPONENTE GENERAL,MARCA,MARCA REFACCION,PROVEEDOR,DESCRIPCION,PRECIODE LISTA,PRECIO DE COMPRA,,,,A                    0%,B                    10%,C                   15%,D                    17.55%,E                    18.4%,F                    19.25%,G                    23.5%,PRECIO PROMOCION,PRECIO PROMOCION,CONDICION DE COMPRA
602,36426C,,,,,,,,,,,,,69-119,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE MARCHA DELCO PG260D CADILLAC%%% CHEVROLET%%% GMC%%% ISUZU%%% OLDSMOBILE%%% PONTIAC%%% 01-05,90.82,74.4724,65.535712,65.535712,65.535712,131.071424,117.9642816,111.4107104,108.0683891,106.954282,105.8401749,100.2696394,,,
603,02925C,,,,,,,,,,,,,,1 004 336 246,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,NISSAN,ROI,CIOSA,PORTA CARBON DE MARCHA BOSCH NISSAN D21 (94-03) %%% CHRYSLER SPIRIT IMANES ( 1 004 336 246 ) WAI 69-9111,77.65,63.673,56.03224,56.03224,56.03224,112.06448,100.858032,95.254808,92.39716376,91.44461568,90.4920676,85.7293272,,,
604,36427C,,,,,,,,,,,,,69-117,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE MARCHA DELCO PG260F2 CHEVROLET%%% PONTIAC.,88.87,72.8734,64.128592,64.128592,64.128592,128.257184,115.4314656,109.0186064,105.7480482,104.6578621,103.5676761,98.11674576,,,
605,12505C,,,,,,,,,,,,,69-118,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE MARCHA DELCO PG260F2 SERIES PICK-UP%%% ASTRO%%% BLAZER WAI 69-118,88.35,72.447,63.75336,63.75336,63.75336,127.50672,114.756048,108.380712,105.1292906,104.0454835,102.9616764,97.5426408,,,
606,36428C,,,,,,,,,,,,,69-121,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE MARCHA DELCO PG260L CHEVROLET%%% GMC%%% ISUZU%%% PONTIAC%%% CADILLAC.,85.7,70.274,61.84112,61.84112,61.84112,123.68224,111.314016,105.129904,101.9760069,100.9247078,99.8734088,94.6169136,,,
607,12507C,,,,,,,,,,,,,69-114,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE MARCHA DELCO PG260M CHEVORLET SUBURBAN%%% CENTURY%%% CAVALIER 97 WAI 69-114,81,66.42,58.4496,58.4496,58.4496,116.8992,105.20928,99.36432,96.3833904,95.3897472,94.396104,89.427888,,,
608,02656C,,,,,,,,,,,,,69-109,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE MARCHA DELCO SD210 CHEVROLET CAVALIER IMANES WAI 69-109,76.05,62.361,54.87768,54.87768,54.87768,109.75536,98.779824,93.292056,90.49329432,89.56037376,88.6274532,83.9628504,,,
609,36429C,,,,,,,,,,,,,69-1200,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,,ROI,CIOSA,PORTA CARBON DE MARCHA DELCO SERIES 5MT%%% SD200%%% SD250,2.27,1.8614,1.638032,1.638032,1.638032,3.276064,2.9484576,2.7846544,2.701114768,2.673268224,2.64542168,2.50618896,,,
610,02564C,,,,,,,,,,,,,69-201,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,FORD,ROI,CIOSA,PORTA CARBON DE MARCHA FORD IMANES ( PMGR ) MOTORCRAFT COMPLETO WAI 69-201,50.09,41.0738,36.144944,36.144944,36.144944,72.289888,65.0608992,61.4464048,59.60301266,58.98854861,58.37408456,55.30176432,,,
611,38483C,,,,,,,,,,,,,69-204,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,FORD,ROI,CIOSA,PORTA CARBON MARCHA FORD ESCAPE%%%FOCUS%%%MAZDA 03-09 WAI 64-204,83.79,68.7078,60.462864,60.462864,60.462864,120.925728,108.8331552,102.7868688,99.70326274,98.67539405,97.64752536,92.50818192,,,
612,03042C,,,,,,,,,,,,,69-8105,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,NISSAN,ROI,CIOSA,PORTA CARBON DE MARCHA HITACHI NISSAN DATSUN 4 CARBONES 69-8105-2,52.52,43.0664,37.898432,37.898432,37.898432,75.796864,68.2171776,64.4273344,62.49451437,61.85024102,61.20596768,57.98460096,,,
613,05598C,,,,,,,,,,,,,69-8104,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,,ROI,CIOSA,PORTA CARBON DE MARCHA HITACHI COLECTOR HUECO GRANDE,58.93,48.3226,42.523888,42.523888,42.523888,85.047776,76.5429984,72.2906096,70.12189131,69.39898522,68.67607912,65.06154864,,,
614,36432C,,,,,,,,,,,,,69-8115,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,NISSAN,ROI,CIOSA,PORTA CARBON DE MARCHA HITACHI NISSAN SENTRA%%% D21 90-97 SENTRA,70.69,57.9658,51.009904,51.009904,51.009904,102.019808,91.8178272,86.7168368,84.1153317,83.24816333,82.38099496,78.04515312,,,
615,36433C,,,,,,,,,,,,,69-8501,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,HONDA,ROI,CIOSA,PORTA CARBON DE MARCHA MITSUBA HONDA CIVIC%%% ACCORD%%% ODYSSEY 98-01,68.24,55.9568,49.241984,49.241984,49.241984,98.483968,88.6355712,83.7113728,81.20003162,80.36291789,79.52580416,75.34023552,,,
616,12503C,,,,,,,,,,,,,69-8309,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE MARCHA MITSUBISHI PMGR CHEVROLET%%% CHRYSLER%%% CARBON ANCHO CON MANCUERNA WAI 69-8309,76.5,62.73,55.2024,55.2024,55.2024,110.4048,99.36432,93.84408,91.0287576,90.0903168,89.151876,84.459672,,,
617,36436C,,,,,,,,,,,,,69-8323,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHRYSLER,ROI,CIOSA,PORTA CARBON DE MARCHA MITUSBISHI CHRYSLER SEBRING%%% DODGE STRATUS%%% ECLIPSE%%% GALANT 01-05,65.88,54.0216,47.539008,47.539008,47.539008,95.078016,85.5702144,80.8163136,78.39182419,77.58366106,76.77549792,72.73468224,,,
618,36437C,,,,,,,,,,,,,69-8212,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,TOYOTA,ROI,CIOSA,PORTA CARBON DE MARCHA NIIPONDENSO TOYOTA COROLLA%%% MATRIX%%% PONTIAC VIBE 03-08,78.55,64.411,56.68168,56.68168,56.68168,113.36336,102.027024,96.358856,93.46809032,92.50450176,91.5409132,86.7229704,,,
619,10721C,,,,,,,,,,,,,69-8201,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,HONDA,ROI,CIOSA,PORTA CARBON DE MARCHA NIPPONDENSO HONDA TOYOTA 69-8201,59.94,49.1508,43.252704,43.252704,43.252704,86.505408,77.8548672,73.5295968,71.3237089,70.58841293,69.85311696,66.17663712,,,
620,02659C,,,,,,,,,,,,,69-8206,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHRYSLER,ROI,CIOSA,PORTA CARBON DE MARCHA NIPPONDENSO CHRYSLER RAM CHARGER WAI 69-8206,60.93,49.9626,43.967088,43.967088,43.967088,87.934176,79.1407584,74.7440496,72.50172811,71.75428762,71.00684712,67.26964464,,,
621,02544C,,,,,,,,,,,,,69-301,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,DODGE,ROI,CIOSA,PORTA CARBON DE MARCHA PRESTOLITE DODGE CON OREJAS WAI 69-301,91.38,74.9316,65.939808,65.939808,65.939808,131.879616,118.6916544,112.0976736,108.7347434,107.6137667,106.4927899,100.8879062,,,
622,36440C,,,,,,,,,,,,,,,,494818,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,FORD,ROI,CIOSA,PORTA CARBON DE MARCHA VALEO FORD FIESTA%%% IKON%%% KA%%% COURIER,42.42,34.7844,30.610272,30.610272,30.610272,61.220544,55.0984896,52.0374624,50.47633853,49.9559639,49.43558928,46.83371616,,,
623,36441C,,,,,,,,,,,,,,,,555649,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,CHEVROLET,ROI,CIOSA,PORTA CARBON DE MARCHA VALEO NISSAN PLATINA%%% VW POLO%%% LUPO%%% POINTER%%% RENAULT CLIO%%% CHEVY.,67.49,55.3418,48.700784,48.700784,48.700784,97.401568,87.6614112,82.7913328,80.30759282,79.47967949,78.65176616,74.51219952,,,
624,11437C,,,,,,,,,,,,,69-8118,,,,,,,,,,,PORTA CARBON,SISTEMA ELECTRICO,NISSAN,ROI,CIOSA,PORTA CARBON DE MARCHA HITACHI NISSAN TSURU III WAI 69-8118,50.56,41.4592,36.484096,36.484096,36.484096,72.968192,65.6713728,62.0229632,60.1622743,59.54204467,58.92181504,55.82066688,,,
625,13172C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #10 AYC 30 MTS. NEGRO,278.52,228.3864,200.980032,200.980032,200.980032,401.960064,361.7640576,341.6660544,331.4160728,327.9994122,324.5827517,307.499449,,,
626,13174C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #10 AYC 30 MTS. ROJO,278.52,228.3864,200.980032,200.980032,200.980032,401.960064,361.7640576,341.6660544,331.4160728,327.9994122,324.5827517,307.499449,,,
627,13179C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #12 AYC 30 MTS. NEGRO,181.91,149.1662,131.266256,131.266256,131.266256,262.532512,236.2792608,223.1526352,216.4580561,214.2265298,211.9950034,200.8373717,,,
628,13181C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #12 AYC 30 MTS. ROJO,181.91,149.1662,131.266256,131.266256,131.266256,262.532512,236.2792608,223.1526352,216.4580561,214.2265298,211.9950034,200.8373717,,,
629,13186C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #14 AYC 30 MTS. NEGRO,112.02,91.8564,80.833632,80.833632,80.833632,161.667264,145.5005376,137.4171744,133.2946592,131.9204874,130.5463157,123.675457,,,
630,13188C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #14 AYC 30 MTS. ROJO,112.02,91.8564,80.833632,80.833632,80.833632,161.667264,145.5005376,137.4171744,133.2946592,131.9204874,130.5463157,123.675457,,,
631,13193C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #16 AYC 30 MTS. NEGRO,75.22,61.6804,54.278752,54.278752,54.278752,108.557504,97.7017536,92.2738784,89.50566205,88.58292326,87.66018448,83.04649056,,,
632,13195C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #16 AYC 30 MTS. ROJO,75.22,61.6804,54.278752,54.278752,54.278752,108.557504,97.7017536,92.2738784,89.50566205,88.58292326,87.66018448,83.04649056,,,
633,13200C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #18 AYC 30 MTS. NEGRO,52.12,42.7384,37.609792,37.609792,37.609792,75.219584,67.6976256,63.9366464,62.01854701,61.37918054,60.73981408,57.54298176,,,
634,13202C,,,,,,,,,,,,,,,,,,,,,,30 MTS,,CABLE INSTALACION,SISTEMA ELECTRICO,UNIVERSAL,AYC,CIOSA,CABLE DE INSTALACION #18 AYC 30 MTS. ROJO,52.12,42.7384,37.609792,37.609792,37.609792,75.219584,67.6976256,63.9366464,62.01854701,61.37918054,60.73981408,57.54298176,,,
635,KS-2220K,,,E2471,P88004,266E,,P05,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,REPUESTO DE BOMBADE GASOLINAFORD EXPLORER ,150.62,,,131.0394,131.0394,262.0788,235.87092,222.76698,216.0839706,213.8563008,211.628631,200.490282,,,
636,KS-2221K,,,E2157,P74172,,,P2157,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,BOMBA GASOLINA FORD POCK UP F-150 LINCOLN,167.98,,,146.1426,146.1426,292.2852,263.05668,248.44242,240.9891474,238.5047232,236.020299,223.598178,,,
637,JM-40K,,,E2471,P88004,266E,,P05,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,BOMBA DE GASOLINA JEEP CHEROKEE%%% GRAND CHEROKEE,153.24,,,133.3188,133.3188,266.6376,239.97384,226.64196,219.8427012,217.5762816,215.309862,203.977764,,,
638,T05,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,BOMBA GASOLINA NISSAN FORD T BOSCH ,124.11,,,107.9757,107.9757,215.9514,194.35626,183.55869,178.0519293,176.2163424,174.3807555,165.202821,,,
639,KS-A152,,,E3750M%%% E3752M,P76511M%%% P76286M,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,MODULO BOMBA DE GASOLINA DODGE RAM (MEDIO REPUESTO),599.72,,,521.7564,521.7564,1043.5128,939.16152,886.98588,860.3763036,851.5064448,842.636586,798.287292,,,
640,KS-A067,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,MODULO BOMBA DE GASOLINA VW POINTER 98-08 COMPLETA ,509.85,,,443.5695,443.5695,887.139,798.4251,754.06815,731.4461055,723.905424,716.3647425,678.661335,,,
641,KS-A069,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,MODULO BOMBA DE GASOLINA HYUNDAI VERNA BY DODGE ,494.06,,,429.8322,429.8322,859.6644,773.69796,730.71474,708.7932978,701.4861504,694.179003,657.643266,,,
642,KS-CB-NIS-396,,,,,,,,,,,,,,,,,,,,,,,,CABLE BUJIA,SISTEMA DE ENCENDIDO,,KOLBEN,MAYOREO AUTOMOTRIZ,CABLE BUJIAS PICK UP D21 URVAN SILICON,1223.35,,,1064.3145,1064.3145,2128.629,1915.7661,1809.33465,1755.054611,1736.961264,1718.867918,1628.401185,,,
643,CH-NIS-395,,,,,,,,,,,,,,,,,,,,,,,,CABLE BUJIA,SISTEMA DE ENCENDIDO,,KOLBEN,MAYOREO AUTOMOTRIZ,CABLES BUJIAS NISSAN TSURU II ,91.35,,,79.4745,79.4745,158.949,143.0541,135.10665,131.0534505,129.702384,128.3513175,121.595985,,,
644,43200-50Y00,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,S/M,MAYOREO AUTOMOTRIZ,MAZA NISSAN TS III TODOS /ORIGINAL TRASERA ,202.28,,,175.9836,175.9836,351.9672,316.77048,299.17212,290.1969564,287.2052352,284.213514,269.254908,,,
645,40210-VW00/R,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,S/M,MAYOREO AUTOMOTRIZ,MAZA BALERO NISSAN URVAN T/ORIGINAL DE RODILLO ,244.33,,,212.5671,212.5671,425.1342,382.62078,361.36407,350.5231479,346.9095072,343.2958665,325.227663,,,
646,54560 VW010,,,,,,,,,,,,,,,,,,,,,,,,BUJE DE HORQUILLA,LINEA MECANICA,,S/M,MAYOREO AUTOMOTRIZ,BUJE HORQUILLA NISSAN URVAN JAPAN ,71.09,,,61.8483,61.8483,123.6966,111.32694,105.14211,101.9878467,100.9364256,99.8850045,94.627899,,,
647,30770-62Y01,,,,,,,,,,,,,,,,,,,,,,,,CHICOTE,LINEA MECANICA,,KOLBEN,MAYOREO AUTOMOTRIZ,CHICOTE EMBRAGUE NIS TSURU III ,60.58,,,52.7046,52.7046,105.4092,94.86828,89.59782,86.9098854,86.0139072,85.117929,80.638038,,,
648,PT-CORSA,,,,,,,,,,,,,,,,,,,,,,,,POLEA TENZORA,LINEA MECANICA,,GENERAL PARTS,MAYOREO AUTOMOTRIZ,POLEA TENSORA GM CORSA TORNADO ASTRA LISA ,132.21,,,115.0227,115.0227,230.0454,207.04086,195.53859,189.6724323,187.7170464,185.7616605,175.984731,,,
649,250606-F4200,,,,,,,,,,,,,,,,,,,,,,,,FLOTADOR,BOMBA DE GASOLINA,,FUEL PUMP,MAYOREO AUTOMOTRIZ,FLOTADOR BOMBA DE GASOLINA TSURU III,165.87,,,144.3069,144.3069,288.6138,259.75242,245.32173,237.9620781,235.5088608,233.0556435,220.789557,,,
650,FCR19,,4762524,,,,,,,PR323,PR368,,,,0986MF2054,,,FGI-54,,,,,,,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,S/M,INYECCION ELECTRONICA,FILTRO REGULADOR DE GASOLINA RAM 50L,200,,,,200,400,360,340,329.8,326.4,323,306,,,
651,DYFCR27,,4546610,,,,,,,PR326,PR313,,,,0986MF2089,,,FGI-89A,,,,,,,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,S/M,INYECCION ELECTRONICA,FILTRO REGULADOR NEON STRATUS INTREPID 95-05,320,,,,320,640,576,544,527.68,522.24,516.8,489.6,,,
652,DY902204,,,,,,,,,,,,,,,,,,,,,,,,TERMOSTATO,LINEA MECANICA,,S/M,INYECCION ELECTRONICA,TERMOSTATO FORD EXPLORER 4.0L97-10 CON SENS.,180,,,,180,360,324,306,296.82,293.76,290.7,275.4,,,
653,DY84068,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,TRUMAN,INYECCION ELECTRONICA,REPUESTO DE BOMBA DE GASOLINA CHARLLENGER CHARGER ,485,,,,485,970,873,824.5,799.765,791.52,783.275,742.05,,,
654,DU515050,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,S/M,ASIA AUTOPARTES,MAZA FORD EXPLORER LINCOLN MOUNTAINER 5 BIRLOS ,719.4,,,388.476,388.476,776.952,699.2568,660.4092,640.596924,633.992832,627.38874,594.36828,,,
655,DU513074,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,MAZA VOYAGER DELANTERA 96-99,366,,,197.64,197.64,395.28,355.752,335.988,325.90836,322.54848,319.1886,302.3892,,,
656,DU513075,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,MAZA SPIRIT DELANTERO 91-95,321,,,173.34,173.34,346.68,312.012,294.678,285.83766,282.89088,279.9441,265.2102,,,
657,DU15056753,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,HUB ASSEMBLY TAKAMAYA,ASIA AUTOPARTES,MAZA SIERRA 3500 01-07,774,,,417.96,417.96,835.92,752.328,710.532,689.21604,682.11072,675.0054,639.4788,,,
658,DU515058,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,HUB ASSEMBLY TAKAMAYA,ASIA AUTOPARTES,MAZA SILVERADO TAHOE AVALANCHE SIERRA 99-05 SUBURBAN 03-05 ,1016.4,,,548.856,548.856,1097.712,987.9408,933.0552,905.063544,895.732992,886.40244,839.74968,,,
659,DU512333,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,CALIVER JEEP PATRIOT 07-15,785,,,423.9,423.9,847.8,763.02,720.63,699.0111,691.8048,684.5985,648.567,,,
660,DU513207,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,MAZA DURANGO 4X4 04-05 5 BIRLOS ,1199.89,,,647.9406,647.9406,1295.8812,1166.29308,1101.49902,1068.454049,1057.439059,1046.424069,991.349118,,,
661,DU515063,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,MAZA RAM 2000 3500 A ,1194,,,644.76,644.76,1289.52,1160.568,1096.092,1063.20924,1052.24832,1041.2874,986.4828,,,
662,DU515070,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,MAZA RAM 4000 97-99 4X2 3500 94-99 8 BIRLOS,1234.2,,,666.468,666.468,1332.936,1199.6424,1132.9956,1099.005732,1087.675776,1076.34582,1019.69604,,,
663,DU515004,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,S/M,ASIA AUTOPARTES,MAZA EXPEDITION DELANTERA 97-00,680.7,,,367.578,367.578,735.156,661.6404,624.8826,606.136122,599.887296,593.63847,562.39434,,,
664,DU515010,,,,,,,,,,,,,,,,,,,,,,,,MAZA,LINEA MECANICA,,TAKAMAYA,ASIA AUTOPARTES,MAZA FORD F150 DELANTERA 4X4 97-00,660.9,,,356.886,356.886,713.772,642.3948,606.7062,588.505014,582.437952,576.37089,546.03558,,,
665,DY019,,,,,,,,,,,,,,,,,,,,,,,,COLLARIN,LINEA MECANICA,,CILIONE HYDRAULY,ASIA AUTOPARTES,COLLARIN HID.619019 ,250,,,352.46,352.46,704.92,634.428,599.182,581.20654,575.21472,569.2229,539.2638,,,
666,147-7007,,37510PNA003%%% 37510PWB003,,,,,,,PC610,SU6147,22324,,,,,,,,,,,,,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,SENSOR DE POSICION DE ARBOL DE LEVAS (CMP) HONDA ACCORD 03-07%%% CIVIC 02-11%%% CRV 02-10%%% FIT 07-08%%% ELEMENT 03-11%%% ACURA RSX 02-06%%% TSX 04-08%%% RDX 07-11,850,425,382.5,344.25,344.25,688.5,619.65,585.225,567.66825,561.816,555.96375,526.7025,,,
667,147-755,,3322050G00,,,,,,,PC226,SU1355,22249,,,,,,,,,,,,,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,TRACKER 2.0 LTS 4 CIL. (1999-03),385,192.5,173.25,155.925,155.925,311.85,280.665,265.0725,257.120325,254.4696,251.818875,238.56525,,,
668,147-605,,5269704AB,,,,,,,PC146S,SU3020,22023,,,,,,,,,,,,,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,DODGE NEON SOHC 2.0 LTS. 4 CIL. (95-05)%%% STRATUS 2.0 LTS. 4 CIL. (95-06),378,189,170.1,153.09,153.09,306.18,275.562,260.253,252.44541,249.84288,247.24035,234.2277,,,
669,147-631,,4882251AB,,,,,,,PC475,SU3019,22021,,,,,,,,,,,,,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,STRATUS 2.0%%%2.4 LTS. 4 CIL. MPFI (95-97),454,227,204.3,183.87,183.87,367.74,330.966,312.579,303.20163,300.07584,296.95005,281.3211,,,
670,147-640,,56028133,,,,,,,PC244,SU3180,22281,,,,,,,,,,,,,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,300C%%% 5.7 LTS.%%% 8 CIL.%%% (05-07); 300C SRT-8%%% 6.1 LTS.%%% 8 CIL.%%% (06-07),699,349.5,314.55,283.095,283.095,566.19,509.571,481.2615,466.823655,462.01104,457.198425,433.13535,,,
671,147-792,,56028133,,,,,,,PC373,SU3180,22281,,,,,,,,,,,,,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,ATOS 1.0 LTS. 4 CIL. (01-04)%%% ATOS 1.1 LTS. 4 CIL. (05-12)%%% i10 1.1 LTS. 4 CIL. (12-13)%%%,652,326,293.4,264.06,264.06,528.12,475.308,448.902,435.43494,430.94592,426.4569,404.0118,,,
672,147-217,,1F1Z6B288A,,,,,,,PC140,SU7805,22037,,,,,,,,,,,,,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,CONTOUR 2.5 LTS. 6 CIL. (93-98)%%% MYSTIQUE 2.5 LTS. 6 CIL. (95-00),359,179.5,161.55,145.395,145.395,290.79,261.711,247.1715,239.756355,237.28464,234.812925,222.45435,,,
673,147-408,,10456043,,,,,,,PC7,SU137,22102,,,,,,,,,,,,,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,CAMARO%%% CORVETTE 5.7 LTS. 8 CIL. (90-95)%%% CAVALIER%%% CAVALIER Z-24,174,87,78.3,70.47,70.47,140.94,126.846,119.799,116.20503,115.00704,113.80905,107.8191,,,
674,147-211,,1F2E6C315AA,,,,,,,PC51,SU294,22120,,,,,,,,,,,,,SENSOR ARBOL DE LEVAS,SENSORES,,KEMPARTS,KEM PARTS,PICK UP F-150 4.2 LTS. 6 CIL. (97-06)%%% THUNDERBIRD SC 3.8 LTS. 6 CIL.,337,168.5,151.65,136.485,136.485,272.97,245.673,232.0245,225.063765,222.74352,220.423275,208.82205,,,
675,147-671,,90357491,,,,,,,,,22301,,,,,,,,,,,,,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,CHEVY (MPFI Y TBI)%%% CHEVY PICK UP (MPFI Y TBI)%%% MONZA 1.4%%% 1.6 LTS. 4 CIL. (96-03)%%%,703,351.5,316.35,284.715,284.715,569.43,512.487,484.0155,469.495035,464.65488,459.814725,435.61395,,,
676,147-670,,23731BN700,,,,,,,,,,,,,,,,,,,,,,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,PLATINA 1.6 LTS. 4 CIL. (01-07),326,163,146.7,132.03,132.03,264.06,237.654,224.451,217.71747,215.47296,213.22845,202.0059,,,
677,147-610,,5269703,,,,,,,PC166,SU3025,22145,,,,,,,,,,,,,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,CIRRUS 2.0%%% 2.4 LTS. 4 CIL. (97-00)%%% PT CRUISER 2.4 LTS. 4 CIL. (01-02)%%% ,426,213,191.7,172.53,172.53,345.06,310.554,293.301,284.50197,281.56896,278.63595,263.9709,,,
